22.67,25.0,42.0,31.67,55.0,91.0,28.33,31.67,47.33,72.0,83.0,48.151818181818186
19.67,21.67,43.67,12.67,73.33,64.67,19.0,18.33,54.67,67.33,55.33,40.94
23.0,35.33,38.67,14.33,50.33,77.67,23.0,17.0,31.0,70.0,81.33,41.96909090909091
16.67,43.67,22.0,13.67,56.0,60.33,27.67,28.67,13.33,62.33,70.0,37.667272727272724
16.0,31.67,33.67,30.67,68.0,51.0,45.67,33.67,21.0,20.33,52.0,36.698181818181816
19.0,42.67,27.67,15.67,78.33,57.67,29.67,36.33,21.0,78.33,53.67,41.81909090909091
12.33,28.0,40.67,13.0,62.33,61.67,59.67,49.33,14.33,59.33,74.67,43.21181818181818
26.33,19.67,39.33,15.33,55.0,54.0,42.67,27.0,22.0,59.33,85.33,40.54454545454545
13.0,22.33,35.67,18.67,65.67,32.33,35.33,22.67,21.0,54.0,71.33,35.63636363636363
18.33,29.0,43.67,20.0,62.0,69.0,43.0,23.33,20.0,64.33,53.33,40.54454545454545
